x,y
710.2244,-5.360589
716.0273,-6.33769
721.6462,-7.406216
727.1448,-8.57266
732.5918,-9.855277
738.0178,-11.26089
743.3879,-12.78661
748.6724,-14.42214
753.8874,-16.17697
759.0204,-18.03862
764.096,-20.01459
769.1344,-22.10617
774.1249,-24.28927
779.0486,-26.56817
783.9138,-28.94595
788.7525,-31.44547
793.5374,-34.04659
797.9643,-36.57562
801.6647,-38.7945
804.4014,-40.50236
807.1736,-42.25819
810.5863,-44.51653
814.6495,-47.41821
818.5405,-50.42514
821.7737,-53.16155
824.4106,-55.62431
826.7749,-58.13083
829.1175,-61.04363
831.4615,-64.53117
833.5977,-68.33446
835.4355,-72.24298
836.9365,-76.06766
838.1738,-79.89244
839.1725,-83.72235
840.0002,-87.65773
840.6625,-91.57861
841.1584,-95.4533
841.4301,-99.35397
841.3434,-103.3722
840.9176,-107.4164
840.3259,-111.3786
839.6927,-115.2636
839.068,-119.0175
838.4208,-122.8026
837.7816,-126.5156
837.1144,-130.1727
836.3687,-133.7411
835.4725,-137.3956
834.3765,-141.2649
833.1934,-145.1136
832.0098,-149.0101
830.9022,-152.937
829.8561,-156.9885
828.9534,-160.8359
828.1715,-164.4373
827.4349,-167.9423
826.6232,-171.5272
825.6539,-175.2641
824.5124,-179.0983
823.2082,-182.9844
821.7908,-186.835
820.3258,-190.5701
818.8059,-194.2512
817.2001,-197.9522
815.5211,-201.6631
813.7885,-205.3494
812.0466,-208.9615
810.2679,-212.5574
808.4583,-216.106
806.592,-219.6482
804.6519,-223.1494
802.5834,-226.6404
800.4271,-230.0762
798.2831,-233.4095
796.1762,-236.7255
794.1014,-240.0808
792.049,-243.5012
790.0419,-246.9145
788.0334,-250.1547
785.8201,-253.2813
783.3217,-256.3192
780.4854,-259.2874
777.4352,-262.0128
774.2372,-264.44
770.7421,-266.5791
766.9422,-268.3748
762.9619,-269.7842
759.0045,-270.8008
755.0131,-271.4919
750.9833,-271.8795
746.9937,-271.9784
743.0656,-271.805
739.1879,-271.3518
735.3099,-270.5356
731.4428,-269.2269
727.8167,-267.4867
724.5949,-265.6053
721.5946,-263.66
718.6909,-261.603
715.6498,-259.3141
712.6749,-256.9803
709.8159,-254.5628
707.0907,-251.9686
704.4214,-249.0971
701.8101,-245.9118
699.4208,-242.5013
697.3892,-238.9072
695.7857,-235.1381
694.6355,-231.155
693.9637,-226.9628
693.7874,-222.899
693.9134,-219.3552
694.2531,-216.0431
694.9398,-212.5553
696.1157,-208.7083
697.6122,-204.9124
699.2187,-201.3991
700.9189,-198.0975
702.767,-194.9431
704.9567,-191.8173
707.6268,-188.6967
710.7159,-185.7559
714.0022,-183.1893
717.4396,-180.9875
721.0554,-179.1013
724.9634,-177.4657
729.0635,-176.1336
733.2015,-175.1271
737.241,-174.4118
741.1755,-173.974
745.1366,-173.8387
749.1165,-174.0517
753.028,-174.5991
756.7995,-175.4387
760.5671,-176.5864
764.2405,-177.9978
767.7726,-179.5663
771.1901,-181.2224
774.5742,-183.0089
777.8754,-184.9684
781.0593,-187.1578
784.1202,-189.5946
787.0873,-192.3535
789.8768,-195.3774
792.5269,-198.7028
794.96,-202.2124
797.0858,-205.6831
798.9333,-209.0332
800.6296,-212.395
802.2732,-215.9726
803.6456,-219.575
804.5694,-223.1175
805.0173,-226.6473
805.0115,-230.3301
804.5564,-234.1977
803.6714,-238.2306
802.4544,-242.3518
801.0649,-246.2879
799.6753,-249.8078
798.3271,-253.157
797.0027,-256.5005
795.6841,-259.8188
794.3354,-262.8083
792.7867,-265.5885
790.9498,-268.2142
788.8908,-270.64
786.6111,-272.968
784.012,-275.3113
781.0376,-277.6373
778.0868,-279.5861
775.4563,-280.9903
772.9759,-281.9248
770.3456,-282.4833
767.4212,-282.66
764.2854,-282.3816
760.8051,-281.5434
757.2407,-280.2167
753.9063,-278.6933
750.9457,-277.17
748.2272,-275.5539
745.4681,-273.5948
742.7401,-271.2725
740.1552,-268.595
737.8214,-265.5881
735.7997,-262.2325
734.1373,-258.5431
732.9516,-254.8134
732.2975,-251.3715
732.1287,-248.3376
732.281,-245.5988
732.6141,-242.8862
733.1194,-240.0554
733.8251,-237.1435
734.7694,-234.2725
735.9431,-231.5472
737.3956,-228.9022
739.1749,-226.3076
741.4804,-223.6432
744.3655,-221.0046
747.7046,-218.5601
751.1566,-216.5182
754.5967,-214.9325
758.1781,-213.7733
762.0088,-213.0554
766.0817,-212.8483
770.3268,-213.2082
774.6509,-214.1557
778.8398,-215.5394
782.5619,-217.0123
785.8188,-218.45
787.876,-219.4639
789.2375,-220.1826
790.9063,-221.085
792.9334,-222.1724
794.4692,-222.9854
794.6258,-223.0718
794.1341,-222.7799
793.3594,-222.2869
792.2916,-221.587
791.4597,-221.0458
791.7031,-221.201
792.7242,-221.8622
793.7261,-222.5462
793.7374,-222.5545
793.2109,-222.1551
792.8056,-221.8588
793.1572,-222.0982
793.3616,-222.2335
793.2236,-222.139
792.9648,-221.9511
793.326,-222.2171
794.0728,-222.7269
794.6276,-223.0655
794.6628,-223.086
794.2188,-222.8284
793.1888,-222.2061
792.0253,-221.4943
791.0231,-220.9099
790.7643,-220.7689
791.1173,-220.9557
791.6592,-221.2418
792.1071,-221.484
792.6913,-221.7999
793.6948,-222.3397
794.9532,-223.0346
795.9495,-223.617
796.4515,-223.9091
796.3842,-223.8711
796.1254,-223.7333
796.162,-223.7515
796.6288,-223.9638
797.3435,-224.2689
798.4042,-224.7217
799.4234,-225.1716
799.7185,-225.2972
798.8906,-224.9854
797.4112,-224.5041
796.2635,-224.1586
795.2708,-223.873
794.6763,-223.7176
794.346,-223.6417
794.3782,-223.649
794.7798,-223.7436
795.4424,-223.9152
796.1487,-224.1117
796.8517,-224.3199
797.6523,-224.556
798.7852,-224.8833
800.626,-225.4307
802.9846,-226.2127
805.2384,-227.0528
806.9596,-227.7696
808.399,-228.3917
809.9042,-229.0522
811.504,-229.7711
812.4502,-230.2206
812.7023,-230.341
812.2399,-230.1369
811.5611,-229.8736
810.9852,-229.6769
811.3058,-229.7738
812.414,-230.094
813.6251,-230.4498
813.8087,-230.5063
813.076,-230.2769
812.0774,-229.9896
810.9792,-229.7142
809.7267,-229.4104
808.3401,-229.0578
806.7007,-228.6195
804.8599,-228.1207
802.9356,-227.6039
801.5256,-227.2236
800.3433,-226.8976
799.1475,-226.5565
797.3941,-226.0456
795.2872,-225.4217
793.248,-224.8227
792.5303,-224.6205
793.0681,-224.7707
794.1347,-225.0853
794.9957,-225.3476
796.5994,-225.8284
799.0403,-226.5453
801.631,-227.2939
803.1574,-227.722
803.5583,-227.8263
802.9498,-227.6795
801.884,-227.4323
800.9591,-227.2318
801.4718,-227.3334
803.1044,-227.6495
805.0931,-228.0484
806.3152,-228.2921
806.7405,-228.3754
806.6295,-228.355
806.4089,-228.3171
805.7665,-228.2126
804.7524,-228.05
803.7594,-227.8941
803.9835,-227.928
805.5674,-228.1694
808.2188,-228.6007
810.6763,-229.0173
812.3536,-229.2883
812.4272,-229.2997
811.4734,-229.1543
810.4713,-229.0152
810.726,-229.0462
812.1312,-229.2063
813.826,-229.4186
815.0941,-229.5989
816.4496,-229.7963
