obsd_cpos,IMU heading,obsd_X_pos,obsd_Y_pos
1507.289,4.77541,-294.0992,277.2697
1509.138,4.798743,-293.4666,269.4747
1519.563,4.810966,-293.0703,265.467
1525.15,4.834299,-292.1719,257.776
1530.987,4.846521,-291.6612,253.9913
1538.041,4.870966,-290.4773,246.2852
1543.515,4.884299,-289.8073,242.4266
1550.356,4.907633,-288.2878,234.6325
1555.808,4.918744,-287.479,230.769
1561.226,4.938745,-285.8014,223.3074
1567.454,4.947634,-284.9443,219.7314
1570.357,4.967634,-283.0625,212.3622
1580.174,4.982078,-281.9982,208.5122
1586.205,5.015411,-279.7056,200.976
1591.894,5.028745,-278.4609,197.1737
1598.13,5.055411,-275.9001,189.8601
1603.603,5.067634,-274.4676,185.9987
1610.376,5.0943,-271.5513,178.67
1615.807,5.109856,-270.044,175.0796
1622.153,5.138744,-266.8385,167.8916
1627.126,5.153189,-265.0842,164.173
1629.949,5.184299,-261.4899,156.9927
1639.957,5.198744,-259.6541,153.5205
1645.163,5.229855,-255.8264,146.6731
1652.127,5.246521,-253.7798,143.2129
1658.375,5.276521,-249.6566,136.5938
1663.07,5.290966,-247.4555,133.2238
1669.69,5.316521,-242.9794,126.6932
1675.599,5.327632,-240.686,123.4482
1681.015,5.350966,-236.2077,117.3414
1687.175,5.360966,-234.0302,114.4685
1690.083,5.38541,-229.3478,108.5188
1699.964,5.398744,-226.7281,105.3211
1705.831,5.420966,-221.4667,99.1125
1712.279,5.433188,-218.8548,96.13927
1718.226,5.450966,-213.8285,90.57321
1724.015,5.458744,-211.2118,87.74375
1729.531,5.468744,-205.8497,82.03436
1736.297,5.478745,-203.2587,79.34272
1742.748,5.5043,-197.5935,73.68307
1747.522,5.518744,-194.6651,70.87494
1750.121,5.549855,-188.9896,65.67201
1760.063,5.566522,-186.0248,63.08913
1766.759,5.605411,-180.0078,58.1488
1772.36,5.625411,-176.7905,55.66327
1778.608,5.6643,-170.5006,51.09599
1783.378,5.679855,-167.1767,48.80568
1785.461,5.713188,-160.4286,44.40033
1795.967,5.726521,-157.0857,42.32
1801.638,5.747633,-150.8482,38.57426
1807.876,5.757633,-147.8479,36.83423
1810.746,5.775411,-141.073,33.026
1819.904,5.785411,-137.6091,31.14366
1825.342,5.807633,-130.5971,27.48493
1832.138,5.818745,-126.9467,25.65608
1838.081,5.842078,-119.7387,22.1951
1843.539,5.856523,-116.0731,20.52875
1849.779,5.886522,-108.9891,17.49459
1855.789,5.903189,-105.2787,16.01261
1860.891,5.940967,-98.16673,13.39641
1867.19,5.956522,-94.67314,12.21278
1869.792,5.985411,-87.31471,9.898369
1879.684,6.002078,-83.45151,8.782853
1885.335,6.032078,-75.60828,6.715405
1892.146,6.043189,-71.59068,5.732246
1898.025,6.066523,-63.96905,4.011159
1903.401,6.076523,-60.11351,3.202822
1905.542,6.092078,-52.54804,1.707955
1916.152,6.098745,-48.82632,1.013627
1922.084,6.118745,-40.83012,-0.3590475
1927.699,6.133189,-36.8292,-0.963711
1930.316,6.1643,-29.25117,-1.935306
1939.793,6.182078,-25.64089,-2.301579
1945.416,6.211931,-17.54619,-2.932133
1951.85,6.226375,-13.59914,-3.156608
1958.033,6.255264,-5.824461,-3.43095
1963.497,6.268598,-2.019265,-3.486463
1965.489,6.291931,5.855748,-3.459866
